gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,acctchg,acctstd,acqmeth,adrr,ajex,ajp,bspr,compst,curcd,curncd,currtr,curuscn,final,fyr,ismod,ltcm,ogm,pddur,scf,src,stalt,udpl,upd,apdedate,fdate,pdate,acchg,acco,accrt,acdo,aco,acodo,acominc,acox,acoxar,acqao,acqcshi,acqgdwl,acqic,acqintan,acqinvt,acqlntal,acqniintc,acqppe,acqsc,act,adpac,aedi,afudcc,afudci,aldo,am,amc,amdc,amgw,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,apb,apc,apofs,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,arb,arc,arce,arced,arceeps,artfs,at,aul3,autxr,balr,banlr,bast,bastr,batr,bcef,bclr,bcltbl,bcnlr,bcrbl,bct,bctbl,bctr,billexce,bkvlps,bltbl,ca,capr1,capr2,capr3,caps,capsft,capx,capxv,cb,cbi,cdpac,cdvc,ceiexbill,ceq,ceql,ceqt,cfbd,cfere,cfo,cfpdo,cga,cgri,cgti,cgui,ch,che,chech,chs,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,clfc,clfx,clg,clis,cll,cllc,clo,clrll,clt,cmp,cnltbl,cogs,cpcbl,cpdoi,cpnli,cppbl,cprei,crv,crvnli,cshfd,cshi,csho,cshpri,cshr,cshrc,cshrp,cshrso,cshrt,cshrw,cstk,cstkcv,cstke,dbi,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,depc,derac,deralt,derhedgl,derlc,derllt,dfpac,dfs,dfxa,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltsub,dltt,dm,dn,do,donr,dp,dpacb,dpacc,dpacli,dpacls,dpacme,dpacnr,dpaco,dpacre,dpact,dpc,dpdc,dpltb,dpret,dpsc,dpstb,dptb,dptc,dptic,dpvieb,dpvio,dpvir,drc,drci,drlt,ds,dt,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvdnp,dvintf,dvp,dvpa,dvpd,dvpdp,dvpibb,dvrpiv,dvrre,dvsco,dvt,dxd2,dxd3,dxd4,dxd5,ea,ebit,ebitda,eiea,emol,emp,epsfi,epsfx,epspi,epspx,esopct,esopdlt,esopnr,esopr,esopt,esub,esubc,excadj,exre,fatb,fatc,fatd,fate,fatl,fatn,fato,fatp,fca,fdfr,fea,fel,ffo,ffs,fiao,finaco,finao,fincf,finch,findlc,findlt,finivst,finlco,finlto,finnp,finrecc,finreclt,finrev,finxint,finxopr,fopo,fopox,fopt,fsrco,fsrct,fuseo,fuset,gbbl,gdwl,gdwlam,gdwlia,gdwlid,gdwlieps,gdwlip,geqrv,gla,glcea,glced,glceeps,glcep,gld,gleps,gliv,glp,govgr,govtown,gp,gphbl,gplbl,gpobl,gprbl,gptbl,gwo,hedgegl,iaeq,iaeqci,iaeqmi,iafici,iafxi,iafxmi,iali,ialoi,ialti,iamli,iaoi,iapli,iarei,iasci,iasmi,iassi,iasti,iatci,iati,iatmi,iaui,ib,ibadj,ibbl,ibc,ibcom,ibki,ibmii,icapt,idiis,idilb,idilc,idis,idist,idit,idits,iire,initb,intan,intano,intc,intpn,invch,invfg,invo,invofs,invreh,invrei,invres,invrm,invt,invwip,iobd,ioi,iore,ip,ipabl,ipc,iphbl,iplbl,ipobl,iptbl,ipti,ipv,irei,irent,irii,irli,irnli,irsi,iseq,iseqc,iseqm,isfi,isfxc,isfxm,isgr,isgt,isgu,islg,islgc,islgm,islt,isng,isngc,isngm,isotc,isoth,isotm,issc,issm,issu,ist,istc,istm,isut,itcb,itcc,itci,ivaco,ivaeq,ivao,ivch,ivgod,ivi,ivncf,ivpt,ivst,ivstch,lcabg,lcacl,lcacr,lcag,lcal,lcalt,lcam,lcao,lcast,lcat,lco,lcox,lcoxar,lcoxdr,lct,lcuacu,li,lif,lifr,lifrp,lloml,lloo,llot,llrci,llrcr,llwoci,llwocr,lno,lo,lol2,loxdr,lqpl1,lrv,ls,lse,lst,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,msvrv,mtl,nat,nco,nfsr,ni,niadj,nieci,niint,niintpfc,niintpfp,niit,nim,nio,nipfc,nipfp,nit,nits,nopi,nopio,np,npanl,npaore,nparl,npat,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,opili,opincar,opini,opioi,opiri,opiti,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,palr,panlr,patr,pcl,pclr,pcnlr,pctr,pdvc,pi,pidom,pifo,pll,pltbl,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnlbl,pnli,pnrsho,pobl,ppcbl,ppegt,ppenb,ppenc,ppenli,ppenls,ppenme,ppennr,ppeno,ppent,ppevbb,ppeveb,ppevo,ppevr,pppabl,ppphbl,pppobl,ppptbl,prc,prca,prcad,prcaeps,prebl,pri,prodv,prsho,prstkc,prstkcc,prstkpc,prvt,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,ptbl,ptran,pvcl,pvo,pvon,pvpl,pvt,pwoi,radp,ragr,rari,rati,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,rdp,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,ret,reuna,reunr,revt,ris,rll,rlo,rlp,rlri,rlt,rmum,rpag,rra,rrd,rreps,rrp,rstche,rstchelt,rvbci,rvbpi,rvbti,rvdo,rvdt,rveqt,rvlrv,rvno,rvnt,rvri,rvsi,rvti,rvtxr,rvupi,rvutx,saa,sal,sale,salepfc,salepfp,sbdc,sc,sco,scstkc,secu,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,spstkc,sret,srt,ssnp,sstk,stbo,stio,stkco,stkcpa,tdc,tdscd,tdsce,tdsg,tdslg,tdsmm,tdsng,tdso,tdss,tdst,teq,tf,tfva,tfvce,tfvl,tie,tii,tlcf,transa,tsa,tsafc,tso,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txeqa,txeqii,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,txva,txw,uaoloch,uaox,uapt,ucaps,uccons,uceq,ucustad,udcopres,udd,udfcc,udmb,udolt,udpco,udpfa,udvp,ufretsd,ugi,ui,uinvt,ulcm,ulco,uniami,unl,unnp,unnpl,unopinc,unwcc,uois,uopi,uopres,updvp,upmcstk,upmpf,upmpfs,upmsubp,upstk,upstkc,upstksf,urect,urectr,urevub,uspi,ustdnc,usubdvp,usubpstk,utfdoc,utfosc,utme,utxfed,uwkcapc,uxinst,uxintd,vpac,vpo,wcap,wcapc,wcapch,wda,wdd,wdeps,wdp,xacc,xad,xago,xagt,xcom,xcomi,xdepl,xdp,xdvre,xeqo,xi,xido,xidoc,xindb,xindc,xins,xinst,xint,xintd,xintopt,xivi,xivre,xlr,xnbi,xnf,xnins,xnitb,xobd,xoi,xopr,xoprar,xoptd,xopteps,xore,xpp,xpr,xrd,xrdp,xrent,xs,xsga,xstf,xstfo,xstfws,xt,xuw,xuwli,xuwnli,xuwoi,xuwrei,xuwti,iid,exchg,cik,costat,fic,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,mkvalt,prcc_f,prch_f,prcl_f,adjex_f,rank,au,auop,auopic,ceoso,cfoso
1000,1961-12-31,1961,INDL,C,D,STD,AE.2,32102,A & E PLASTIK PAK INC,,,,,3.34183083,1,,,USD,USD,1,,Y,12,,,,12,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4342,,,,,,,,,,,,,,,,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152,0.152,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.053,,,0.053,,,0.413,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,I,USA,,,,,,,,,,,,0,,,,,3.34183083,,,,,,
1000,1962-12-31,1962,INDL,C,D,STD,AE.2,32102,A & E PLASTIK PAK INC,,,,,3.34183083,1,,,USD,USD,1,,Y,12,,,,12,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0497,,,,,,,,,,,,,,,0.552,0.552,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,0.181,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.119,,,0.119,,,0.594,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,I,USA,,,,,,9.0,14.5,7.5,3.34183083,,,0,,,,,3.34183083,,,,,,
1000,1963-12-31,1963,INDL,C,D,STD,AE.2,32102,A & E PLASTIK PAK INC,,,,,3.244496801955,1,,,USD,USD,1,,Y,12,1.0,,,12,,3.0,,,3,,,,,,,,,,,0.018,,,,,,,,,,,,0.408,,,,,,,,,,,,,,,,,,,,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9731,,,,,,0.0,,,,,,,,,0.553,0.553,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.065,,,,,,,,,,0.186,0.186,,,,,,,0.501,,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,0.0,,0.046,,,,,,,,,0.126,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,,,,,0.0,0.046,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,,,0.003,,,0.568,,,,,,,,,,0.0,,,,,,,,,,,,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.028,0.022,,,,,,0.007,,,,,,,,,,,,0.037,0.037,,,0.322,,,,,,,,,,,,,,0.0,,,,,,,,0.345,,0,,0,0,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,0.024,0.024,,,,,,,,,,,0.0,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,,0.557,,,,,,,,0.431,,,,,,,,,,,,,,,,,,,,,0.0,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.052,,,,0.25,,0.25,,,,,,,1.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.457,,,,,,,,0.553,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.008,,,,,,,,0.008,,,,,,,,,,,0.0,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.02,,,,,,,,,,,,1.411,,,,,,,,,,,0.346,,,,,,,,,,,1,12,,I,USA,,,,,0.0,10.75,13.75,9.5,3.244496801955,,,0,,,,,3.244496801955,,,,,,
1000,1964-12-31,1964,INDL,C,D,STD,AE.2,32102,A & E PLASTIK PAK INC,,DS,,,3.089999201386,1,,,USD,USD,1,,Y,12,1.0,,,12,,3.0,,,3,,,,,,,,0.015,,,0.015,,,,,,,,,,,,0.718,,,,,,,,,,,0.072,,,,,,,,0.072,0.146,,,,,,,,,,,,,,,,,,,1.416,,,,,,,,,,,,,,,,,3.0969,,,,,,0.0,,,,,,,,,0.607,0.607,0.607,,,,,,,,,,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,1.474,,,,,,,,,,0.196,0.191,,,,,0.018,,0.606,,0,,,,,,,,,,,0.088,,,,,,,,,,,,,,,,0.088,,,,,,,0.522,,,,,0.053,,,,,,,,,0.164,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,,,,,0.074,0.127,,,,,,0.26,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.039,,,0.039,,,1.129,,,,,,,,,,0.0,,,,,,,,,,,,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.007,,0.04,0.023,,,,,,,,,,,,,,,,,,0.026,0.026,,,0.267,,,,,,,,,,,,,,0.0,,,,,,1.416,,0.809,,0,,0,0,,,,,,,,,,,,,,0.052,,,,,,,,,,,,,0.018,0.018,0.0,,,,,,,,,,0.074,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,0.727,,,,,,,,0.563,,,,,,,,,,,,,,,,,,,,,0.0,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,0.23,,0.23,,,,,,,2.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.032,,,,,,,,0.607,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.007,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.451,,,,,,,,,,,,,,,,,0.013,0.013,,,,,,0.033,,,,,,,,,,,,1.905,,,,,,,,,,,0.431,,,,,,,,,,,1,12,,I,USA,,,,,0.0,12.25,12.375,10.0,3.089999201386,,,0,,,,,3.089999201386,,,,,,
1000,1965-12-31,1965,INDL,C,D,STD,AE.2,32102,A & E PLASTIK PAK INC,,DS,,,3.089999201386,1,,,USD,USD,1,,Y,12,1.0,,,12,,3.0,,,3,,,,,,,,0.025,,,0.025,,,,,,,,,,,,0.725,,,,,,,,,,,0.136,,,,,,,,0.136,0.272,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,2.3835,,,,,,0.0,,,,,,,,,0.491,0.491,0.491,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,1.342,,,,,,,,,,0.206,0.207,,,,,,,0.687,,0,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,0.3,,,,,,,1.154,,,0.0,,0.082,,,,,,,,,0.246,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,,,,,-0.242,-0.16,,,,,,-0.95,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.197,-0.197,,,-0.197,,,1.645,,,,,,,,,,0.0,,,,,,,,,,,,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.037,0.015,,,,,,,,,,,,,,,,,,0.051,0.051,,,0.623,,,,,,,,,,,,,,0.041,,,,,,2.31,,1.818,,0,,0,0,,,,,,,,,,,,,,-0.197,,,,,,,,,,,,,0.004,0.004,0.225,,,,,,,,,,-0.242,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,1.643,,,,,,,,1.397,,,,,,,,,,,,,,,,,,,,,0.0,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.196,,,,0.291,,0.291,,,,,,,1.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.688,,,,,,,,0.491,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,-0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.062,,,,,,,,,,,,1.848,,,,,,,,,,,0.506,,,,,,,,,,,1,12,,I,USA,,,,,0.0,,,,3.089999201386,,,0,,,,,3.089999201386,,,,,,
1000,1966-12-31,1966,INDL,C,D,STD,AE.2,32102,A & E PLASTIK PAK INC,,DS,,,3.089999201386,1,,,USD,USD,1,,Y,12,1.0,,,12,,3.0,,,3,,,,,,,,0.041,,,0.041,,,,,,,,,,,,1.015,,,,,,,,,,,0.062,,,,,,,,0.062,0.278,,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,3.8082,,,,,,0.003,,0.118,0.118,,,,,,0.834,0.834,0.834,,,,,,,,,,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,2.828,,,,,,,,,,0.219,0.217,,,,,,,0.862,,0,,,,,,,,,,,0.074,,,,,,,,,,,,,,,,0.124,,,,,,,1.109,,,,,0.175,,,,,,,,,0.415,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,,,,,0.35,0.525,,,,,,0.76,0.93,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201,0.201,,,0.201,,,1.943,,,,,,,,,,0.0,,,,,,,,,,,,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.015,,,,,,,,,,,,,,,,,,0.044,0.044,,,0.446,,,,,,,,,,,,,,0.041,,,,,,2.43,,1.596,,0,,0,0,,,,,,,,,,,,,,0.164,0.164,,,,,,,,,,,,-0.054,-0.054,0.05,,,,,,,,,,0.35,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201,,,,,,,,,,,,,,,,,,,,,1.753,,,,,,,,1.338,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.031,,,,0.327,,0.327,,,,,,,4.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.032,,,,,,,,0.834,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.569,,,,,,,,,,,,,,,,,-0.037,-0.037,,,,,,0.095,,,,,,,,,,,,3.507,,,,,,,,,,,0.679,,,,,,,,,,,1,12,,I,USA,,,,,0.0,,,,3.089999201386,,,0,,,,,3.089999201386,,,,,,
1000,1967-12-31,1967,INDL,C,D,STD,AE.2,32102,A & E PLASTIK PAK INC,,DS,,,3.089999201386,1,,,USD,USD,1,,Y,12,1.0,,,12,,3.0,,,3,,,,,,,,0.084,,,0.084,,,,,,,,,,,,1.004,,,,,,,,,,,0.112,,,,,,,,0.112,0.255,,,,,,,,,,,,,,,,,,,2.456,,,,,,,,,,,,,,,,,3.3973,,,,,,0.003,,0.18,0.18,,,,,,0.744,0.744,0.744,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,2.701,,,,,,,,,,0.219,0.219,,,,,0.102,,0.862,,0,,,,,,,,,,,0.086,,,,,,,,,,,,,,,,0.086,,,,,,,1.295,,,0.0,,0.198,,,,,,,,,0.596,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,,,,,0.003,0.201,,,,-0.04,-0.04,-0.41,-0.41,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,-0.09,,,-0.09,,,2.039,,,,,,,,,,0.0,,,,,,,,,,,,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.019,,0.0,0.015,,,,,,,,,,,,,,,,,,0.035,0.035,,,0.376,,,,,,,,,,,,,,0.041,,,,,,2.456,,1.712,,0,,0,0,,,,,,,,,,,,,,-0.09,-0.09,,,,,,,,,,,,0.004,0.004,0.0,,,,,,,,,,0.003,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,,1.921,,,,,,,,1.325,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.121,,,,0.419,,0.419,,,,,,,3.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.594,,,,,,,,0.744,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.097,,,,,,,,,,,,3.393,,,,,,,,,,,0.692,,,,,,,,,,,1,12,,I,USA,,,,,0.0,,,,3.089999201386,,,0,,,,,3.089999201386,,,,,,
1000,1968-12-31,1968,INDL,C,D,STD,AE.2,32102,A & E PLASTIK PAK INC,,DS,,,3.0,1,,AA,USD,USD,1,,Y,12,1.0,,,12,,3.0,,,3,,,,,,,,0.102,,,0.102,,,,,,,,,,,,1.865,,,,,,,,,,,0.155,,,,,,,,0.155,0.736,,,,,,,,,,,,,,,,,,,5.922,,,,,,,,,,,,,,,,,6.9113,,,,,,0.263,,2.413,2.413,,,,,,2.571,2.571,2.571,,,,,,,,,,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,5.055,,,,,,,,,,0.372,0.327,,,,,0.022,,1.75,,0,,,,,,,,,,,0.128,,,,,,,,,,,,,,,,0.128,,,,,,,1.409,,,,,0.27,,,,,,,,,1.006,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,,,,,0.753,1.023,,,,1.39,1.06,1.42,1.06,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347,0.347,,,0.347,,,3.98,,,,,,,,,,0.0,,,,,,,,,,,,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.033,,0.013,0.015,,,,,,,,,,,,,,,,,,0.194,0.194,,,1.248,,,,,,,,,,,,,,0.694,,,,,,5.922,,3.351,,0,,0,0,,,,,,,,,,,,,,0.463,0.463,,,,,,,,,,,,0.018,0.018,0.0,,,,,,,,,,0.753,1.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.698,,,,,,,,,,,,,,,,,,,,,4.88,,,,,,,,3.874,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.558,,,,0.633,,0.633,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,2.571,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.026,0.0,,,,,,,,,,,0.19,,,,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617,,,,,,,,,,,,,,,,,0.116,0.116,,,,,,0.073,,,,,,,,,,,,6.377,,,,,,,,,0.8,,1.322,,,,,,,,,,,1,12,,I,USA,,,,,0.0,,,,3.0,,,0,,,,,3.0,,,,,,
